city,district,date,city_detainees,district_detainees,location,lat,lon
Нижний Новгород,"Задержаны, но пока неизвестно, в каких отделах находятся: 9",27.02.2022,52,9,NA,NA,NA
Краснодар,ОВД Западного округа г. Краснодара,27.02.2022,47,29,ОВД Западного округа г. Краснодара,45.05317,38.98323
Краснодар,"Задержаны, но пока неизвестно, в каких отделах находятся: 6",27.02.2022,47,6,NA,NA,NA
Казань,Отдел полиции № 16 «Япеева» УМВД по г. Казани,27.02.2022,46,3,Отдел полиции № 16 «Япеева» УМВД по г. Казани,55.79825,49.11597
Казань,Отдел полиции № 8 «Горки» УМВД по г Казани,27.02.2022,46,1,"Отдел полиции № 8 «Горки» УМВД по г Казани, Казань",55.76959,49.14036
Казань,Отдел полиции № 2 «Вишневский» УМВД по г. Казани,27.02.2022,46,18,Отдел полиции № 2 «Вишневский» УМВД по г. Казани,55.7821,49.15589
Казань,Отдел полиции № 5 «Московский» УМВД по г. Казани,27.02.2022,46,2,Отдел полиции № 5 «Московский» УМВД по г. Казани,55.82576,49.05313
Казань,Отдел полиции № 3 «Зареченский» УМВД по г. Казани,27.02.2022,46,20,Отдел полиции № 3 «Зареченский» УМВД по г. Казани,55.81785,49.05537
Казань,"Задержаны, но пока неизвестно, в каких отделах находятся: 2",27.02.2022,46,2,NA,NA,NA
Самара,Отдел полиции № 4,27.02.2022,44,16,"Отдел полиции № 4, Самара",53.21078,50.1445
Самара,Отдел полиции № 1,27.02.2022,44,9,"Отдел полиции № 1, Самара",53.23375,50.24503
Самара,Отдел полиции № 7,27.02.2022,44,5,"Отдел полиции № 7, Самара",53.10738,50.08174
Самара,Отдел полиции № 5,27.02.2022,44,4,"Отдел полиции № 5, Самара",53.20144,50.18793
Самара,"Задержаны, но пока неизвестно, в каких отделах находятся: 10",27.02.2022,44,10,NA,NA,NA
Новосибирск,Отдел полиции № 1 «Центральный»,27.02.2022,30,12,"Отдел полиции № 1 «Центральный», Новосибирск",55.04404,82.92045
Новосибирск,Отдел полиции № 6 «Октябрьский»,27.02.2022,30,12,"Отдел полиции № 6 «Октябрьский», Новосибирск",55.00933,82.95998
Новосибирск,Отдел полиции № 4 «Калининский»,27.02.2022,30,4,"Отдел полиции № 4 «Калининский», Новосибирск",55.08318,82.96524
Новосибирск,"Задержаны, но пока неизвестно, в каких отделах находятся: 2",27.02.2022,30,2,NA,NA,NA
Челябинск,Отдел полиции № 3 (Советский район) УМВД по городу Челябинску,27.02.2022,26,1,"Отдел полиции № 3 (Советский район) УМВД по городу Челябинску, Челябинск",55.55446,37.71011
Челябинск,Отдел полиции № 5 (Центральный район) УМВД по городу Челябинску,27.02.2022,26,8,"Отдел полиции № 5 (Центральный район) УМВД по городу Челябинску, Челябинск",55.19416,61.34033
Челябинск,Отдел полиции № 6 (Калининский район) УМВД по городу Челябинску,27.02.2022,26,9,"Отдел полиции № 6 (Калининский район) УМВД по городу Челябинску, Челябинск",55.18504,61.42798
Челябинск,"Задержаны, но пока неизвестно, в каких отделах находятся: 9",27.02.2022,26,9,NA,NA,NA
Пермь,Отдел полиции № 6 (дисл. Ленинский р-н) УМВД по г. Перми,27.02.2022,24,16,Отдел полиции № 6 (дисл. Ленинский р-н) УМВД по г. Перми,58.01358,56.25538
Иркутск,Отдел полиции № 5 УМВД по г. Иркутску,27.02.2022,18,7,Отдел полиции № 5 УМВД по г. Иркутску,52.29083,104.294
Иркутск,Отдел полиции № 7 УМВД по г. Иркутску,27.02.2022,18,5,Отдел полиции № 7 УМВД по г. Иркутску,52.2749,104.3199
Иркутск,"Задержаны, но пока неизвестно, в каких отделах находятся: 6",27.02.2022,18,6,NA,NA,NA
Ярославль,Отдел МВД России по Кировскому городскому району,27.02.2022,15,10,"Отдел МВД России по Кировскому городскому району, Ярославль",57.62253,39.88211
Ярославль,"Задержаны, но пока неизвестно, в каких отделах находятся: 5",27.02.2022,15,5,NA,NA,NA
Архангельск,УМВД России по городу Архангельску,27.02.2022,15,13,"УМВД России по городу Архангельску, Архангельск",64.55662,40.5287
Архангельск,Отдел полиции № 4 (по обслуживанию Октябрьского округа г. Архангельска),27.02.2022,15,1,Отдел полиции № 4 (по обслуживанию Октябрьского округа г. Архангельска),64.53815,40.51204
Архангельск,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",27.02.2022,15,1,NA,NA,NA
Уфа,Отдел полиции № 6 (Октябрьский район),27.02.2022,15,7,"Отдел полиции № 6 (Октябрьский район), Уфа",54.75124,56.0281
Уфа,Отдел полиции № 9 (Кировский район),27.02.2022,15,3,"Отдел полиции № 9 (Кировский район), Уфа",54.72396,55.9341
Уфа,Отдел полиции № 7 (Советский район),27.02.2022,15,4,"Отдел полиции № 7 (Советский район), Уфа",54.73831,55.98556
Уфа,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",27.02.2022,15,1,NA,NA,NA
Омск,Отдел полиции № 6 УМВД по г. Омску,27.02.2022,15,15,Отдел полиции № 6 УМВД по г. Омску,54.95899,73.40957
Волгоград,Отдел полиции № 4 УМВД по г. Волгограду,27.02.2022,12,5,Отдел полиции № 4 УМВД по г. Волгограду,48.71067,44.49359
Волгоград,"Задержаны, но пока неизвестно, в каких отделах находятся: 6",27.02.2022,12,6,NA,NA,NA
Иваново,Отдел полиции № 1 «Ленинский»,27.02.2022,11,2,"Отдел полиции № 1 «Ленинский», Иваново",55.91326,37.76768
Иваново,Отдел полиции № 2 «Октябрьский,27.02.2022,11,9,"Отдел полиции № 2 «Октябрьский, Иваново",56.99455,40.99617
Тверь,Отдел полиции Центральный УМВД по городу Твери,27.02.2022,10,10,"Отдел полиции Центральный УМВД по городу Твери, Тверь",56.84643,35.90852
Саратов,Отдел полиции № 1 в составе УМВД по городу Саратову (Волжский район),27.02.2022,9,1,"Отдел полиции № 1 в составе УМВД по городу Саратову (Волжский район), Саратов",51.52664,46.03682
Саратов,Отдел полиции № 4 в составе УМВД по городу Саратову (Ленинский район),27.02.2022,9,8,"Отдел полиции № 4 в составе УМВД по городу Саратову (Ленинский район), Саратов",51.583303,45.97758
Калуга,УМВД России по г. Калуге,27.02.2022,7,3,УМВД России по г. Калуге,54.535281,36.255576
Калуга,"Задержаны, но пока неизвестно, в каких отделах находятся: 4",27.02.2022,7,4,NA,NA,NA
Ульяновск,Отдел МВД по Ленинскому району,27.02.2022,7,6,"Отдел МВД по Ленинскому району, Ульяновск",54.32838,48.39287
Ульяновск,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",27.02.2022,7,1,NA,NA,NA
Калининград,Отдел МВД России по Ленинградскому району города Калининграда,27.02.2022,7,4,"Отдел МВД России по Ленинградскому району города Калининграда, Калининград",54.71845,20.50632
Калининград,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",27.02.2022,7,1,NA,NA,NA
Сыктывкар,УМВД России по городу Сыктывкару,27.02.2022,7,2,"УМВД России по городу Сыктывкару, Сыктывкар",61.67454,50.82505
Сыктывкар,Отдел полиции № 1 в составе УМВД по г. Сыктывкару,27.02.2022,7,2,Отдел полиции № 1 в составе УМВД по г. Сыктывкару,61.692959,50.807771
Сыктывкар,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",27.02.2022,7,1,NA,NA,NA
Барнаул,Отдел полиции № 1 УМВД по г. Барнаулу,27.02.2022,6,3,Отдел полиции № 1 УМВД по г. Барнаулу,53.356361,83.767235
Барнаул,Отдел полиции № 4 УМВД по г. Барнаулу,27.02.2022,6,3,Отдел полиции № 4 УМВД по г. Барнаулу,53.356361,83.767235
Дубна,Отдел МВД по г. о. Дубна,27.02.2022,6,6,Отдел МВД по г. о. Дубна,56.74933,37.20401
Симферополь,Отдел полиции № 3 «Центральный» УМВД по г. Симферополю,27.02.2022,6,6,Отдел полиции № 3 «Центральный» УМВД по г. Симферополю,53.258513,83.695434
Екатеринбург,Отдел полиции № 7 УМВД по городу Екатеринбургу,27.02.2022,5,2,"Отдел полиции № 7 УМВД по городу Екатеринбургу, Екатеринбург",56.81432,60.5832
Екатеринбург,Отдел полиции № 6 УМВД по городу Екатеринбургу,27.02.2022,5,1,"Отдел полиции № 6 УМВД по городу Екатеринбургу, Екатеринбург",56.78727,60.781983
Екатеринбург,"Задержаны, но пока неизвестно, в каких отделах находятся: 2",27.02.2022,5,2,NA,NA,NA
Владивосток,УМВД по городу Владивостоку (отдел полиции № 1),27.02.2022,5,4,"УМВД по городу Владивостоку (отдел полиции № 1), Владивосток",43.15522,131.9087
Владивосток,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",27.02.2022,5,1,NA,NA,NA
Сочи,Отдел полиции (Центрального района) УМВД по г. Сочи,27.02.2022,4,4,Отдел полиции (Центрального района) УМВД по г. Сочи,43.594107,39.728868
Петергоф,"Задержаны, но пока неизвестно, в каких отделах находятся: 4",27.02.2022,4,4,NA,NA,NA
Магнитогорск,Отдел полиции № 10 (Орджоникидзевский П) УМВД по г. Магнитогорску,27.02.2022,4,1,Отдел полиции № 10 (Орджоникидзевский П) УМВД по г. Магнитогорску,53.369879,58.956829
Магнитогорск,Отдел полиции № 8 (Ленинский) УМВД по г. Магнитогорску,27.02.2022,4,2,Отдел полиции № 8 (Ленинский) УМВД по г. Магнитогорску,53.433422,58.989397
Магнитогорск,Отдел полиции № 9 (Правобережный) УМВД по г. Магнитогорску,27.02.2022,4,1,Отдел полиции № 9 (Правобережный) УМВД по г. Магнитогорску,53.400158,58.96094
Набережные Челны,Отдел полиции № 3 «Центральный» УМВД по г. Набережные Челны,27.02.2022,4,4,Отдел полиции № 3 «Центральный» УМВД по г. Набережные Челны,55.747511,52.389934
Ставрополь,Отдел полиции № 1 УМВД по г. Ставрополю,27.02.2022,3,1,Отдел полиции № 1 УМВД по г. Ставрополю,45.03499,41.96587
Ставрополь,"Задержаны, но пока неизвестно, в каких отделах находятся: 2",27.02.2022,3,2,NA,NA,NA
Красноярск,Отдел полиции № 1 МУ МВД «Красноярское»,27.02.2022,3,3,"Отдел полиции № 1 МУ МВД «Красноярское», Красноярск",55.76997,37.61325
Тюмень,"Задержаны, но пока неизвестно, в каких отделах находятся: 3",27.02.2022,3,3,NA,NA,NA
Великий Новгород,Управление МВД России по городу Великий Новгород,27.02.2022,3,3,"Управление МВД России по городу Великий Новгород, Великий Новгород",58.54443,31.30573
Вологда,Отдел полиции № 1 УМВД по г. Вологде,27.02.2022,3,1,Отдел полиции № 1 УМВД по г. Вологде,59.20854,39.88498
Серпухов,Отдел полиции по Серпуховскому м. р.,27.02.2022,2,2,"Отдел полиции по Серпуховскому м. р., Серпухов",54.91134391,37.41596674
Обнинск,"Задержаны, но пока неизвестно, в каких отделах находятся: 2",27.02.2022,2,2,NA,NA,NA
Курган,Отдел полиции № 1 УМВД по г. Кургану,27.02.2022,2,1,Отдел полиции № 1 УМВД по г. Кургану,55.44414,65.35869
Курган,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",27.02.2022,2,1,NA,NA,NA
Южно-Сахалинск,УМВД по городу Южно-Сахалинску,27.02.2022,2,1,"УМВД по городу Южно-Сахалинску, Южно-Сахалинск",46.960558,142.730177
Томск,Отдел МВД по Томскому району,27.02.2022,2,1,"Отдел МВД по Томскому району, Томск",56.522132,85.066892
Ижевск,"Задержаны, но пока неизвестно, в каких отделах находятся: 2",27.02.2022,2,2,NA,NA,NA
Кострома,"Задержаны, но пока неизвестно, в каких отделах находятся: 2",27.02.2022,2,2,NA,NA,NA
Белгород,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",27.02.2022,1,1,NA,NA,NA
Астрахань,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",27.02.2022,1,1,NA,NA,NA
Лодейное Поле,Отдел МВД по Лодейнопольскому району Ленинградской области,27.02.2022,1,1,"Отдел МВД по Лодейнопольскому району Ленинградской области, Лодейное Поле",60.732299,33.554142
Петрозаводск,УМВД России по городу Петрозаводску,27.02.2022,1,1,"УМВД России по городу Петрозаводску, Петрозаводск",61.762553,34.310982
Сургут,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",27.02.2022,1,1,NA,NA,NA
Ростов-на-Дону,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",27.02.2022,1,1,NA,NA,NA
Рязань,Отдел полиции № 3 (по Железнодорожному району города Рязани),27.02.2022,1,1,"Отдел полиции № 3 (по Железнодорожному району города Рязани), Рязань",54.62627,39.71609
Смоленск,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",27.02.2022,1,1,NA,NA,NA
Тамбов,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",27.02.2022,1,1,NA,NA,NA
Одинцово,Отдел полиции № 1 МУ МВД «Одинцовское»,27.02.2022,1,1,"Отдел полиции № 1 МУ МВД «Одинцовское», Одинцово",55.6701077,37.26527748
Воронеж,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",27.02.2022,1,1,NA,NA,NA
Джанкой,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",27.02.2022,1,1,NA,NA,NA
Колпино,Отдел полиции № 55 Колпинского района г. Санкт-Петербурга,27.02.2022,1,1,Отдел полиции № 55 Колпинского района г. Санкт-Петербурга,59.73548,30.58887
Колпино,Отдел полиции № 55 Колпинского района г. Санкт-Петербурга,27.02.2022,1,1,Отдел полиции № 55 Колпинского района г. Санкт-Петербурга,59.73548,30.58887
Полярные Зори,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",27.02.2022,1,1,NA,NA,NA
Чапаевск,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",27.02.2022,1,1,NA,NA,NA
Подольск,Отдел полиции № 3 УМВД по городскому округу Подольск,27.02.2022,1,1,"Отдел полиции № 3 УМВД по городскому округу Подольск, Подольск",55.42592269,37.52632115
Москва,Отдел МВД России по району Выхино г. Москвы,28.02.2022,284,1,Отдел МВД России по району Выхино г. Москвы,55.705627,37.807685
Москва,Отдел МВД России по району Южное Тушино г. Москвы,28.02.2022,284,23,Отдел МВД России по району Южное Тушино г. Москвы,55.83939,37.4362
Москва,Отдел МВД России по району Дорогомилово г. Москвы,28.02.2022,284,11,Отдел МВД России по району Дорогомилово г. Москвы,55.7429,37.5288
Москва,ОМВД России по Даниловскому району г. Москвы,28.02.2022,284,17,ОМВД России по Даниловскому району г. Москвы,55.7044,37.65522
Москва,Участковый пункт полиции № 4 по Академческому району,28.02.2022,284,1,"Участковый пункт полиции № 4 по Академческому району, Москва",55.68946,37.57638
Москва,Отдел МВД России по Можайскому району г. Москвы,28.02.2022,284,1,Отдел МВД России по Можайскому району г. Москвы,55.71988,37.44572
Москва,Отдел МВД России по району Строгино г. Москвы,28.02.2022,284,6,Отдел МВД России по району Строгино г. Москвы,55.7949,37.39461
Москва,ОМВД России по району Чертаново Северное г. Москвы,28.02.2022,284,1,ОМВД России по району Чертаново Северное г. Москвы,55.62478,37.60313
Москва,ОМВД России по району Тимирязевский г. Москвы,28.02.2022,284,1,ОМВД России по району Тимирязевский г. Москвы,55.8112,37.58936
Москва,ОМВД Бабушкинский,28.02.2022,284,21,"ОМВД Бабушкинский, Москва",55.87144,37.66158
Москва,ОМВД Ростокино,28.02.2022,284,1,"ОМВД Ростокино, Москва",55.83776,37.66508
Москва,Ломоносовский,28.02.2022,284,16,"Ломоносовский, Москва",55.6955,37.55647
Москва,ОМВД России по району Тверской г. Москвы,28.02.2022,284,6,ОМВД России по району Тверской г. Москвы,55.76997,37.61325
Москва,Отдел МВД России по району Китай-город г. Москвы,28.02.2022,284,4,Отдел МВД России по району Китай-город г. Москвы,55.7685,37.63139
Москва,Отдел МВД России по Южнопортовому району,28.02.2022,284,2,"Отдел МВД России по Южнопортовому району, Москва",55.70394,37.67583
Москва,Отдел МВД России по району Печатники,28.02.2022,284,22,"Отдел МВД России по району Печатники, Москва",55.68012,37.70107
Москва,ОМВД России по району Проспект Вернадского г. Москвы,28.02.2022,284,27,ОМВД России по району Проспект Вернадского г. Москвы,55.67482,37.49531
Москва,Отдел МВД России по району Арбат г. Москвы,28.02.2022,284,1,Отдел МВД России по району Арбат г. Москвы,55.74781,37.58908
Москва,ОМВД России по району Бутово Южное г. Москвы,28.02.2022,284,22,ОМВД России по району Бутово Южное г. Москвы,55.54416,37.54387
Москва,Отдел МВД по Гагаринскому району,28.02.2022,284,2,"Отдел МВД по Гагаринскому району, Москва",55.6973,37.55717
Москва,ОМВД России по району Коньково г. Москвы,28.02.2022,284,21,ОМВД России по району Коньково г. Москвы,55.6403,37.5181
Москва,ОМВД России по районам Матушкино и Савелки г. Москвы,28.02.2022,284,11,ОМВД России по районам Матушкино и Савелки г. Москвы,56.01058,37.19716
Москва,ОМВД России по Головинскому району,28.02.2022,284,25,"ОМВД России по Головинскому району, Москва",55.85064,37.49928
Москва,Отдел МВД России по району Измайлово Восточное г. Москвы,28.02.2022,284,15,Отдел МВД России по району Измайлово Восточное г. Москвы,55.79193,37.81581
Москва,3-й отдел полиции УВД на Московском метрополитене,28.02.2022,284,1,"3-й отдел полиции УВД на Московском метрополитене, Москва",55.74091,37.61751
Москва,Отдел МВД России по району Хорошево-Мневники г. Москвы,28.02.2022,284,1,Отдел МВД России по району Хорошево-Мневники г. Москвы,55.79041,37.4642
Москва,ОМВД России по району Фили-Давыдково г. Москвы,28.02.2022,284,1,ОМВД России по району Фили-Давыдково г. Москвы,55.74648,37.4272
Москва,ОМВД Алтуфьевский,28.02.2022,284,10,"ОМВД Алтуфьевский, Москва",55.889507,37.585362
Москва,ОМВД России по району Орехово-Борисово Южное г. Москвы,28.02.2022,284,1,ОМВД России по району Орехово-Борисово Южное г. Москвы,55.59971,37.73879
Москва,"Задержаны, но пока неизвестно, в каких отделах находятся: 17",28.02.2022,284,17,NA,NA,NA
Санкт-Петербург,Отдел полиции № 14 Фрунзенского района г. Санкт-Петербурга,28.02.2022,196,15,Отдел полиции № 14 Фрунзенского района г. Санкт-Петербурга,59.83935,30.38671
Санкт-Петербург,Отдел полиции № 8 Кировского района г. Санкт-Петербурга,28.02.2022,196,2,Отдел полиции № 8 Кировского района г. Санкт-Петербурга,59.8414,30.22806
Санкт-Петербург,Отдел полиции № 29 Московского района г. Санкт-Петербурга,28.02.2022,196,8,Отдел полиции № 29 Московского района г. Санкт-Петербурга,59.86036,30.31186
Санкт-Петербург,Отдел полиции № 12 Фрунзенского района г. Санкт-Петербурга,28.02.2022,196,9,Отдел полиции № 12 Фрунзенского района г. Санкт-Петербурга,59.86426,30.39881
Санкт-Петербург,Отдел полиции № 39 Колпинского района г. Санкт-Петербурга,28.02.2022,196,6,Отдел полиции № 39 Колпинского района г. Санкт-Петербурга,59.81182,30.57789
Санкт-Петербург,Отдел полиции № 10 Невского района г. Санкт-Петербурга,28.02.2022,196,8,Отдел полиции № 10 Невского района г. Санкт-Петербурга,59.88762,30.41984
Санкт-Петербург,Отдел полиции № 43 Петроградского района г. Санкт-Петербурга,28.02.2022,196,20,Отдел полиции № 43 Петроградского района г. Санкт-Петербурга,59.96264,30.32564
Санкт-Петербург,Отдел МВД по Пушкинскому району г. Санкт-Петербурга,28.02.2022,196,21,Отдел МВД по Пушкинскому району г. Санкт-Петербурга,59.73695,30.40553
Санкт-Петербург,Отдел МВД по Пушкинскому району г. Санкт-Петербурга,28.02.2022,196,21,Отдел МВД по Пушкинскому району г. Санкт-Петербурга,59.73695,30.40553
Санкт-Петербург,Отдел полиции № 17 Калининского района г. Санкт-Петербурга,28.02.2022,196,6,Отдел полиции № 17 Калининского района г. Санкт-Петербурга,60.04608,30.38849
Санкт-Петербург,Отдел полиции № 51 Московского района г. Санкт-Петербурга,28.02.2022,196,8,Отдел полиции № 51 Московского района г. Санкт-Петербурга,59.84048,30.32983
Санкт-Петербург,Отдел полиции № 3 Калининского района г. Санкт-Петербурга,28.02.2022,196,5,Отдел полиции № 3 Калининского района г. Санкт-Петербурга,60.01907,30.41495
Санкт-Петербург,Отдел полиции № 2 Адмиралтейского района г. Санкт-Петербурга,28.02.2022,196,9,Отдел полиции № 2 Адмиралтейского района г. Санкт-Петербурга,59.92219,30.30659
Санкт-Петербург,Отдел полиции № 31 Кировского района г. Санкт-Петербурга,28.02.2022,196,1,Отдел полиции № 31 Кировского района г. Санкт-Петербурга,59.88848,30.26436
Санкт-Петербург,Отдел полиции № 33 Московского района г. Санкт-Петербурга,28.02.2022,196,8,Отдел полиции № 33 Московского района г. Санкт-Петербурга,59.8597,30.3514
Санкт-Петербург,Отдел полиции № 77 Адмиралтейского района г. Санкт-Петербурга,28.02.2022,196,1,Отдел полиции № 77 Адмиралтейского района г. Санкт-Петербурга,59.90985,30.28225
Санкт-Петербург,Отдел полиции № 1 Адмиралтейского района г. Санкт-Петербурга,28.02.2022,196,13,Отдел полиции № 1 Адмиралтейского района г. Санкт-Петербурга,59.93244,30.29893
Санкт-Петербург,Отдел полиции № 55 Колпинского района г. Санкт-Петербурга,28.02.2022,196,7,Отдел полиции № 55 Колпинского района г. Санкт-Петербурга,59.73548,30.58887
Санкт-Петербург,Отдел полиции № 55 Колпинского района г. Санкт-Петербурга,28.02.2022,196,7,Отдел полиции № 55 Колпинского района г. Санкт-Петербурга,59.73548,30.58887
Санкт-Петербург,Отдел полиции № 45 Невского района г. Санкт-Петербурга,28.02.2022,196,5,Отдел полиции № 45 Невского района г. Санкт-Петербурга,59.84235,30.49715
Санкт-Петербург,Отдел полиции № 7 Фрунзенского района г. Санкт-Петербурга,28.02.2022,196,10,Отдел полиции № 7 Фрунзенского района г. Санкт-Петербурга,59.82654,30.41108
Санкт-Петербург,Отдел полиции № 80 Колпинского района г. Санкт-Петербурга,28.02.2022,196,8,Отдел полиции № 80 Колпинского района г. Санкт-Петербурга,59.73741,30.61865
Санкт-Петербург,Отдел полиции № 21 Калининского района г. Санкт-Петербурга,28.02.2022,196,13,Отдел полиции № 21 Калининского района г. Санкт-Петербурга,59.98465,30.4
Санкт-Петербург,Отдел полиции № 28 Центрального района г. Санкт-Петербурга,28.02.2022,196,1,Отдел полиции № 28 Центрального района г. Санкт-Петербурга,59.92033,30.33995
Санкт-Петербург,Отдел полиции № 32 Невского района г. Санкт-Петербурга,28.02.2022,196,5,Отдел полиции № 32 Невского района г. Санкт-Петербурга,59.8559,30.47253
Санкт-Петербург,"Задержаны, но пока неизвестно, в каких отделах находятся: 8",28.02.2022,196,8,NA,NA,NA
Ростов-на-Дону,Отдел полиции № 3 УМВД по городу Ростову-на-Дону,28.02.2022,7,7,"Отдел полиции № 3 УМВД по городу Ростову-на-Дону, Ростов-на-Дону",47.22495,39.71789
Сочи,Отдел полиции (Центрального района) УМВД по г. Сочи,28.02.2022,4,3,Отдел полиции (Центрального района) УМВД по г. Сочи,43.594107,39.728868
Сочи,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",28.02.2022,4,1,NA,NA,NA
Казань,Отдел полиции № 16 «Япеева» УМВД по г. Казани,28.02.2022,3,1,Отдел полиции № 16 «Япеева» УМВД по г. Казани,55.79825,49.11597
Казань,"Задержаны, но пока неизвестно, в каких отделах находятся: 2",28.02.2022,3,2,NA,NA,NA
Симферополь,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",28.02.2022,2,1,NA,NA,NA
Саратов,Отдел полиции № 6 в составе УМВД по городу Саратову (Фрунзенский район),28.02.2022,2,1,"Отдел полиции № 6 в составе УМВД по городу Саратову (Фрунзенский район), Саратов",51.54118,45.99781
Саратов,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",28.02.2022,2,1,NA,NA,NA
Уфа,Отдел полиции № 9 (Кировский район),28.02.2022,2,1,"Отдел полиции № 9 (Кировский район), Уфа",54.72396,55.9341
Уфа,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",28.02.2022,2,1,NA,NA,NA
Чебоксары,Отдел полиции № 1 УМВД по г. Чебоксары,28.02.2022,2,2,Отдел полиции № 1 УМВД по г. Чебоксары,56.12688,47.2455
Махачкала,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",28.02.2022,1,1,NA,NA,NA
Смоленск,Отдел полиции № 1 УМВД по городу Смоленску,28.02.2022,1,1,"Отдел полиции № 1 УМВД по городу Смоленску, Смоленск",54.77323,32.0477
Мегион,Отдел МВД по городу Мегиону,28.02.2022,1,1,"Отдел МВД по городу Мегиону, Мегион",61.028188,76.110982
Вологда,Отдел полиции № 1 УМВД по г. Вологде,28.02.2022,1,1,Отдел полиции № 1 УМВД по г. Вологде,59.20854,39.88498
Нижний Новгород,Отдел полиции № 5 УМВД по Нижнему Новгороду,28.02.2022,1,1,"Отдел полиции № 5 УМВД по Нижнему Новгороду, Нижний Новгород",56.33012,43.99134
Воронеж,Отдел полиции № 8 УМВД России по городу Воронежу (Ленинский район),28.02.2022,1,1,"Отдел полиции № 8 УМВД России по городу Воронежу (Ленинский район), Воронеж",51.63583,39.23407
Хабаровск,Отдел полиции № 4 УМВД по г. Хабаровску,28.02.2022,1,1,Отдел полиции № 4 УМВД по г. Хабаровску,48.48858,135.0752
Санкт-Петербург,Отдел полиции № 81 Курортного района г. Санкт-Петербурга,01.03.2022,131,9,Отдел полиции № 81 Курортного района г. Санкт-Петербурга,60.193829,29.704486
Санкт-Петербург,Отдел полиции № 74 Красносельского района г. Санкт-Петербурга,01.03.2022,131,23,Отдел полиции № 74 Красносельского района г. Санкт-Петербурга,59.86502,30.18016
Санкт-Петербург,Отдел полиции № 66 Красногвардейского района г. Санкт-Петербурга,01.03.2022,131,6,Отдел полиции № 66 Красногвардейского района г. Санкт-Петербурга,59.97714,30.42703
Санкт-Петербург,Отдел МВД по Петродворцовому району г. Санкт-Петербурга,01.03.2022,131,9,Отдел МВД по Петродворцовому району г. Санкт-Петербурга,59.87766,29.85881
Санкт-Петербург,Отдел МВД по Петродворцовому району г. Санкт-Петербурга,01.03.2022,131,9,Отдел МВД по Петродворцовому району г. Санкт-Петербурга,59.87766,29.85881
Санкт-Петербург,Отдел полиции № 31 Кировского района г. Санкт-Петербурга,01.03.2022,131,13,Отдел полиции № 31 Кировского района г. Санкт-Петербурга,59.88848,30.26436
Санкт-Петербург,Отдел полиции № 70 Невского района г. Санкт-Петербурга,01.03.2022,131,5,Отдел полиции № 70 Невского района г. Санкт-Петербурга,59.88335,30.45471
Санкт-Петербург,Отдел полиции № 64 Кировского района г. Санкт-Петербурга,01.03.2022,131,7,Отдел полиции № 64 Кировского района г. Санкт-Петербурга,59.85666,30.22979
Санкт-Петербург,Отдел МВД по Курортному району г. Санкт-Петербурга,01.03.2022,131,10,Отдел МВД по Курортному району г. Санкт-Петербурга,60.18823,29.80873
Санкт-Петербург,Отдел полиции № 19 Выборгского района г. Санкт-Петербурга,01.03.2022,131,1,Отдел полиции № 19 Выборгского района г. Санкт-Петербурга,60.000662,30.332515
Санкт-Петербург,Отдел полиции № 26 по Красногвардейскому району г. Санкт-Петербурга,01.03.2022,131,1,Отдел полиции № 26 по Красногвардейскому району г. Санкт-Петербурга,59.96174,30.48647
Санкт-Петербург,Отдел полиции № 46 Петродворцовому району г. Санкт-Петербурга,01.03.2022,131,2,Отдел полиции № 46 Петродворцовому району г. Санкт-Петербурга,59.84803,30.03598
Санкт-Петербург,Отдел полиции № 16 Василеостровского района г. Санкт-Петербурга,01.03.2022,131,13,Отдел полиции № 16 Василеостровского района г. Санкт-Петербурга,59.93303,30.27224
Санкт-Петербург,Отдел полиции № 8 Кировского района г. Санкт-Петербурга,01.03.2022,131,8,Отдел полиции № 8 Кировского района г. Санкт-Петербурга,59.8414,30.22806
Санкт-Петербург,Отдел полиции № 76 Центрального района г. Санкт-Петербурга,01.03.2022,131,14,Отдел полиции № 76 Центрального района г. Санкт-Петербурга,59.93111,30.37487
Санкт-Петербург,Отдел полиции № 28 Центрального района г. Санкт-Петербурга,01.03.2022,131,1,Отдел полиции № 28 Центрального района г. Санкт-Петербурга,59.92033,30.33995
